State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Kerala,Ernakulam,Angamaly APMC,Bitter gourd,Bitter Gourd,FAQ,25-02-2026,4000,5000,4500
Haryana,Faridabad,Ballabhgarh APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,1500,2500,2000
Haryana,Faridabad,Ballabhgarh APMC,Tinda,Other,FAQ,25-02-2026,1200,1500,1400
Odisha,Dhenkanal,Hindol APMC,Bhindi(Ladies Finger),Bhindi,Grade B,25-02-2026,7500,8000,7800
Uttar Pradesh,Shamli,Khandhla APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,2200,2300,2250
Assam,Nagaon,Doomdumia APMC,Pumpkin,Pumpkin,FAQ,25-02-2026,950,1200,1100
Kerala,Ernakulam,Angamaly APMC,Cabbage,Cabbage,FAQ,25-02-2026,2800,4500,3500
Punjab,Pathankot,Pathankot APMC,Tomato,Tomato,Medium,25-02-2026,1300,1300,1300
Haryana,Faridabad,Ballabhgarh APMC,Pea Pod/Pea Cod/हरी मटर,Other,FAQ,25-02-2026,1600,2000,1800
Kerala,Ernakulam,Angamaly APMC,Carrot,Carrot,FAQ,25-02-2026,4400,6000,5000
Punjab,Pathankot,Pathankot APMC,Pumpkin,Pumpkin,Medium,25-02-2026,1400,1400,1400
Punjab,Pathankot,Pathankot APMC,Raddish,Raddish,Medium,25-02-2026,700,700,700
Kerala,Ernakulam,Thrippunithura APMC,Snakeguard,Snakeguard,Medium,25-02-2026,4000,5000,4200
Himachal Pradesh,Hamirpur,PMY Hamirpur,Orange,Orange,Grade B,25-02-2026,8500,10000,9200
Haryana,Gurgaon,Sohna APMC,Bottle gourd,Bottle Gourd,Local,25-02-2026,1800,2000,2000
Himachal Pradesh,Kangra,SMY Jwalaji,Banana,Other,Medium,25-02-2026,4000,5000,4500
Himachal Pradesh,Kangra,PMY Kangra,Potato,Other,FAQ,25-02-2026,800,1000,900
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Lime,Lime,Medium,25-02-2026,5000,5300,5200
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cauliflower,Cauliflower,Local,25-02-2026,150,1500,825
Himachal Pradesh,Hamirpur,SMY Nadaun,Potato,Other,Grade B,25-02-2026,800,1500,1200
Kerala,Ernakulam,North Paravur APMC,Sweet Potato,Hosur Green,Medium,25-02-2026,2500,3500,3000
Punjab,Pathankot,Pathankot APMC,Pomegranate,Pomogranate,Medium,25-02-2026,9800,9800,9800
Punjab,Pathankot,Pathankot APMC,Water Melon,Other,Medium,25-02-2026,2500,2500,2500
Gujarat,Vadodara(Baroda),Padra APMC,Potato,Other,FAQ,25-02-2026,500,1300,1000
Himachal Pradesh,Hamirpur,SMY Nadaun,Raddish,Raddish,Grade B,25-02-2026,1600,1800,1700
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Bhindi(Ladies Finger),Bhindi,FAQ,25-02-2026,3985,6060,5020
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cucumbar(Kheera),Cucumbar,Local,25-02-2026,500,2500,1500
Himachal Pradesh,Kangra,SMY Jwalaji,Tomato,Other,FAQ,25-02-2026,2200,2400,2300
Punjab,Patiala,Rajpura APMC,Onion,Local,Grade B,25-02-2026,1550,1750,1600
Himachal Pradesh,Mandi,PMY Kangni Mandi,Beetroot,Beetroot,Grade B,25-02-2026,1500,2500,2000
Kerala,Kozhikode(Calicut),Quilandy APMC,Raddish,Other,FAQ,25-02-2026,3000,3100,3000
Telangana,Adilabad,Adilabad APMC,Cotton,Cotton (Unginned),FAQ,25-02-2026,5110,7100,5810
Haryana,Panchkula,Raipur Rai APMC,Onion,Onion,Local,25-02-2026,1800,2000,1800
Odisha,Bargarh,Padampur APMC,Brinjal,Brinjal,Grade A,25-02-2026,600,800,700
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Papaya,Papaya,Medium,25-02-2026,3000,3200,3100
Haryana,Faridabad,Ballabhgarh APMC,Grapes,Other,Grade A,25-02-2026,7000,9000,8000
Kerala,Ernakulam,Angamaly APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,3500,5000,4200
Kerala,Kottayam,Athirampuzha APMC,Pumpkin,Pumpkin,FAQ,25-02-2026,2000,2200,2100
Kerala,Ernakulam,North Paravur APMC,Colacasia,Colacasia,Small,25-02-2026,4000,5000,4500
Himachal Pradesh,Hamirpur,SMY Nadaun,Apple,Other,Grade B,25-02-2026,14000,15000,14500
Haryana,Rohtak,Meham APMC,Cucumbar(Kheera),Cucumbar,Medium,25-02-2026,3000,3000,3000
Rajasthan,Deeg,Sikri APMC,Mustard,Mustard,Non-FAQ,25-02-2026,5400,5850,5580
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Ginger(Green),Green Ginger,FAQ,25-02-2026,4670,5530,5100
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,2110,3155,2630
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Lemon,Lemon,FAQ,25-02-2026,4565,8580,6570
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Pomegranate,Pomogranate,Medium,25-02-2026,10000,11000,10600
Haryana,Rohtak,Meham APMC,Onion,Medium,Medium,25-02-2026,1500,2000,1800
Nagaland,Tsemenyu,Tsemenyu APMC,Ginger(Green),Green Ginger,Local,25-02-2026,4000,4500,4300
Haryana,Jhajar,Jhajjar APMC,Banana,Other,Medium,25-02-2026,2500,2500,2500
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Peas Wet,Other,Medium,25-02-2026,2000,2000,2000
Haryana,Gurgaon,Sohna APMC,Water Melon,Water Melon,Local,25-02-2026,3000,3000,3000
Himachal Pradesh,Hamirpur,SMY Nadaun,Grapes,Green,Grade B,25-02-2026,10000,12000,11000
Himachal Pradesh,Mandi,PMY Kangni Mandi,Brinjal,Brinjal,Grade B,25-02-2026,2000,3000,2500
Assam,Nagaon,Dhing APMC,Cauliflower,Cauliflower,FAQ,25-02-2026,1200,1400,1300
Haryana,Rohtak,Meham APMC,Methi(Leaves),Methi,Medium,25-02-2026,2000,2000,2000
Haryana,Rohtak,Meham APMC,Cauliflower,Cauliflower,Medium,25-02-2026,1000,1000,1000
Odisha,Cuttack,Banki APMC,Green Chilli,Other,Medium,25-02-2026,6000,7000,6500
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Beetroot,Beetroot,FAQ,25-02-2026,600,1000,850
Himachal Pradesh,Mandi,PMY Kangni Mandi,Bottle gourd,Bottle Gourd,Grade B,25-02-2026,2500,4000,3500
Punjab,Tarntaran,Naushera Pannuan APMC,Spinach,Other,Grade B,25-02-2026,600,600,600
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Capsicum,Capsicum,FAQ,25-02-2026,3500,4000,3700
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Cabbage,Cabbage,FAQ,25-02-2026,400,500,430
Rajasthan,Jaisalmer,Jaisalmer APMC,Potato,Potato,Grade A,25-02-2026,1000,1200,1100
Haryana,Hissar,Barwala(Hisar) APMC,Ginger(Green),Other,Local,25-02-2026,6000,7000,6500
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Onion,Other,Medium,25-02-2026,1900,1900,1900
Haryana,Jhajar,Jhajjar APMC,Onion,Other,Medium,25-02-2026,1800,1800,1800
Uttar Pradesh,Raebarelli,Lalganj APMC,Bottle gourd,Bottle Gourd,FAQ,25-02-2026,1100,1300,1200
Haryana,Hissar,Barwala(Hisar) APMC,Lemon,Other,Local,25-02-2026,4000,5000,4500
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Field Pea,Field Pea,FAQ,25-02-2026,1700,2000,1800
Gujarat,Navsari,Chikhali APMC,Chikoos(Sapota),Other,Large,25-02-2026,2700,6440,4570
Rajasthan,Jaisalmer,Mohangarh APMC,Guar Seed(Cluster Beans Seed),Other,Grade Range-1,25-02-2026,5250,5300,5275
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Raddish,Other,Medium,25-02-2026,500,500,500
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat APMC,Potato,Potato,FAQ,25-02-2026,1800,1800,1800
Haryana,Hissar,Barwala(Hisar) APMC,Cucumbar(Kheera),Cucumbar,Local,25-02-2026,2000,3000,2500
Punjab,Fazilka,Fazilka APMC,Tomato,Tomato,FAQ,25-02-2026,2500,2500,2500
Himachal Pradesh,Hamirpur,SMY Nadaun,Brinjal,Other,Grade B,25-02-2026,2200,3000,2600
Uttarakhand,Haridwar,Roorkee APMC,Carrot,Other,Medium,25-02-2026,650,850,750
Kerala,Alappuzha,Chengannur APMC,Cowpea(Veg),Cowpea (Veg),FAQ,25-02-2026,2800,3300,3000
Kerala,Kottayam,Athirampuzha APMC,Garlic,Garlic,FAQ,25-02-2026,13000,14000,13500
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Tomato,Other,Medium,25-02-2026,2500,2500,2500
Punjab,Fazilka,Fazilka APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,8000,8000,8000
Haryana,Hissar,Barwala(Hisar) APMC,Bottle gourd,Bottle Gourd,Local,25-02-2026,2200,2500,2400
Telangana,Medak,Gajwel APMC,Cotton,170-CO2 (Unginned),Local,25-02-2026,6400,6400,6400
Kerala,Kozhikode(Calicut),Quilandy APMC,Bitter gourd,Other,FAQ,25-02-2026,4400,4800,4500
Uttarakhand,Haridwar,Roorkee APMC,Bottle gourd,Other,Local,25-02-2026,600,800,700
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Potato,Potato,FAQ,25-02-2026,500,600,550
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Garlic,Garlic,FAQ,25-02-2026,9000,10000,9600
Kerala,Kozhikode(Calicut),Quilandy APMC,Brinjal,Other,FAQ,25-02-2026,2500,2600,2500
Uttarakhand,Haridwar,Roorkee APMC,Cauliflower,Other,Local,25-02-2026,450,650,550
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Onion,Onion,FAQ,25-02-2026,1500,1600,1550
Uttarakhand,Haridwar,Roorkee APMC,Onion,Other,Medium,25-02-2026,2000,4000,3000
Uttarakhand,Udhamsinghnagar,Sitarganj APMC,Onion,Nasik,Grade B,25-02-2026,1000,1500,1250
Gujarat,Valsad,Chikli(Khorgam) APMC,Bitter gourd,Other,FAQ,25-02-2026,3500,4500,4000
Kerala,Kottayam,Athirampuzha APMC,Colacasia,Other,FAQ,25-02-2026,4500,4700,4600
Punjab,Fazilka,Fazilka APMC,Grapes,Green,Medium,25-02-2026,12000,12000,12000
Rajasthan,Alwar,Kherli APMC,Dhaincha,Other,FAQ,25-02-2026,10400,12700,11200
Himachal Pradesh,Mandi,PMY Kangni Mandi,Green Chilli,Green Chilly,Grade B,25-02-2026,5000,12000,10000
Gujarat,Valsad,Chikli(Khorgam) APMC,Bottle gourd,Other,FAQ,25-02-2026,1250,2000,1625
Himachal Pradesh,Mandi,PMY Kangni Mandi,Leafy Vegetable,Leafy Vegetables,Grade B,25-02-2026,1000,1000,1000
Kerala,Ernakulam,Angamaly APMC,Field Pea,Field Pea,FAQ,25-02-2026,5000,6000,5500
Himachal Pradesh,Chamba,PMY Chamba,Kinnow,Kinnow,Medium,25-02-2026,4500,5000,4750
Rajasthan,Alwar,Alwar APMC,Wheat,Other,Local,25-02-2026,2345,2413,2392
Uttarakhand,Haridwar,Manglaur APMC,Potato,Other,Large,25-02-2026,800,1000,850
Uttar Pradesh,Bahraich,Naanpara APMC,Potato,Potato,Medium,25-02-2026,960,1020,1000
Kerala,Ernakulam,Angamaly APMC,Garlic,Average,FAQ,25-02-2026,14000,18000,16000
Kerala,Kottayam,Pampady APMC,Cabbage,Cabbage,FAQ,25-02-2026,2700,4000,3000
Kerala,Kottayam,Pampady APMC,Cauliflower,Cauliflower,FAQ,25-02-2026,3500,5000,4500
Rajasthan,Alwar,Alwar APMC,Mustard,Other,Local,25-02-2026,4700,6300,5500
Kerala,Kottayam,Pampady APMC,Colacasia,Other,FAQ,25-02-2026,3000,5000,4000
Kerala,Kottayam,Pampady APMC,Cowpea(Veg),Cowpea (Veg),FAQ,25-02-2026,6000,7500,7000
Punjab,Pathankot,Pathankot APMC,Bhindi(Ladies Finger),Bhindi,Medium,25-02-2026,6500,6500,6500
Kerala,Kannur,Taliparamba APMC,Banana,Other,Large,25-02-2026,3700,3900,3800
Kerala,Kottayam,Pampady APMC,Elephant Yam(Suran)/Amorphophallus,Other,FAQ,25-02-2026,3500,5000,4500
Kerala,Kottayam,Pampady APMC,Pumpkin,Pumpkin,FAQ,25-02-2026,2500,4000,3000
Kerala,Pathanamthitta,Ezhamkulam VFPCK APMC,Cowpea(Veg),Cowpea (Veg),Grade A,25-02-2026,5800,6500,6000
Punjab,Amritsar,Rayya APMC,Onion,Other,FAQ,25-02-2026,1200,1200,1200
Uttar Pradesh,Badaun,Babrala APMC,Wood,Eucalyptus,Local,25-02-2026,580,600,590
Haryana,Panchkula,Barwala APMC,Brinjal,Brinjal,FAQ,25-02-2026,2000,2000,2000
Haryana,Rewari,Kosli APMC,Cucumbar(Kheera),Other,FAQ,25-02-2026,2000,2000,2000
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Bottle gourd,Bottle Gourd,Local,25-02-2026,1300,1500,1400
Gujarat,Navsari,Bilimora APMC,Cauliflower,Other,FAQ,25-02-2026,1500,3000,2200
Kerala,Malappuram,Mankada VFPCK APMC,Banana,Nendra Bale,Local,25-02-2026,2400,2600,2500
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Onion,Red,Medium,25-02-2026,1600,1800,1700
Uttar Pradesh,Hathras,Shadabad APMC,Tomato,Tomato,Small,25-02-2026,1100,1200,1150
Gujarat,Panchmahals,Morva Hafad APMC,Paddy(Common),Paddy,Local,25-02-2026,1400,2100,1750
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Apple,Kasmir/Shimla - II,Medium,25-02-2026,3600,4000,3700
Odisha,Kalahandi,Junagarh APMC,Brinjal,Other,Grade B,25-02-2026,1400,1800,1600
Kerala,Alappuzha,Harippad APMC,Bottle gourd,Other,FAQ,25-02-2026,1500,2000,1500
Gujarat,Navsari,Bilimora APMC,Long Melon(Kakri),Other,FAQ,25-02-2026,1000,1500,1200
Kerala,Palakad,Pattambi APMC,Green Avare(W),Green Avare (W),FAQ,25-02-2026,3500,4000,3800
Kerala,Kottayam,Athirampuzha APMC,Coconut,Other,FAQ,25-02-2026,6000,6200,6100
Gujarat,Vadodara(Baroda),Padra APMC,Cucumbar(Kheera),Other,FAQ,25-02-2026,1000,4000,2500
Manipur,Kakching,Kakching Market APMC,Masur Dal,Masur Dal,FAQ,25-02-2026,10500,10500,10500
Kerala,Palakad,Pattambi APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,4500,5000,4800
Punjab,Pathankot,Pathankot APMC,Bottle gourd,Bottle Gourd,Medium,25-02-2026,2700,2700,2700
Kerala,Ernakulam,North Paravur APMC,Lemon,Lemon,Small,25-02-2026,9000,10000,9500
Haryana,Hissar,Barwala(Hisar) APMC,Ber(Zizyphus/Borehannu),Ber(Zizyphus),Local,25-02-2026,2500,3000,2800
Kerala,Alappuzha,Harippad APMC,Onion,Big,FAQ,25-02-2026,2500,3000,2500
Punjab,Mohali,Dera Bassi APMC,Carrot,Other,Local,25-02-2026,1200,1200,1200
Haryana,Panchkula,Barwala APMC,Pumpkin,Pumpkin,FAQ,25-02-2026,2000,2000,2000
Kerala,Kannur,Taliparamba APMC,Onion,Onion,FAQ,25-02-2026,2200,2400,2300
Uttarakhand,Udhamsinghnagar,Sitarganj APMC,Raddish,Raddish,Grade B,25-02-2026,500,800,600
Uttar Pradesh,Sant Kabir Nagar,Khalilabad APMC,Tomato,Tomato,Grade B,25-02-2026,2100,2100,2100
Kerala,Kannur,Taliparamba APMC,Potato,Potato,FAQ,25-02-2026,2300,2500,2400
Kerala,Malappuram,Kottakkal APMC,Ashgourd,Other,Local,25-02-2026,1400,1400,1400
Kerala,Malappuram,Kottakkal APMC,Bitter gourd,Other,Local,25-02-2026,3800,3800,3800
Kerala,Malappuram,Kottakkal APMC,Cabbage,Other,Local,25-02-2026,1400,1400,1400
Haryana,Gurgaon,Gurgaon APMC,Potato,Other,Grade B,25-02-2026,500,700,600
Kerala,Malappuram,Kottakkal APMC,Cauliflower,Other,Local,25-02-2026,1700,1700,1700
Kerala,Thirssur,Chavakkad APMC,Banana - Green,Banana - Green,FAQ,25-02-2026,2700,3600,3600
Odisha,Mayurbhanja,Baripada APMC,Fish,Fish,Local,25-02-2026,15000,25000,20000
Kerala,Malappuram,Kottakkal APMC,Snakeguard,Other,Local,25-02-2026,2200,2200,2200
Kerala,Malappuram,Kottakkal APMC,Sweet Potato,Other,Local,25-02-2026,2200,2200,2200
Kerala,Alappuzha,Chengannur APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,5600,5900,5800
Kerala,Malappuram,Kottakkal APMC,Tomato,Other,Local,25-02-2026,1600,1600,1600
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Guava,Guava,Medium,25-02-2026,6000,6400,6200
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Brinjal,Brinjal,Small,25-02-2026,2000,2400,2200
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Cabbage,Cabbage,Local,25-02-2026,500,900,700
Kerala,Ernakulam,Thuravoor VFPCK APMC,Banana,Palayamthodan,Grade Range-1,25-02-2026,2300,2300,2300
Haryana,Mewat,FerozpurZirkha(Nagina) APMC,Carrot,Other,Local,25-02-2026,800,1200,1000
Himachal Pradesh,Chamba,PMY Chamba,Green Chilli,Green Chilly,Medium,25-02-2026,10000,11000,10500
Uttar Pradesh,Sant Kabir Nagar,Khalilabad APMC,Green Chilli,Green Chilly,Grade B,25-02-2026,4000,4000,4000
Punjab,Mohali,Kurali APMC,Pineapple,Other,Medium,25-02-2026,3200,3500,3350
Punjab,Mohali,Dera Bassi APMC,Tomato,Other,Local,25-02-2026,2200,2200,2200
Madhya Pradesh,Badwani,Badwani(F&V) APMC,Bottle gourd,Bottle Gourd,Local,25-02-2026,800,800,800
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Green Chilli,Green Chilly,Grade Range-3,25-02-2026,8600,9000,8800
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Bitter gourd,Bitter Gourd,Grade A,25-02-2026,6800,7200,7000
Kerala,Palakad,Pattambi APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,FAQ,25-02-2026,3500,4000,3800
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Cucumbar(Kheera),Cucumbar,Grade A,25-02-2026,2300,2700,2500
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Tomato,Tomato,FAQ,25-02-2026,1800,1800,1800
West Bengal,Hooghly,Sheoraphuly APMC,Ginger(Dry),Other,FAQ,25-02-2026,5600,6000,5800
Gujarat,Amreli,Damnagar APMC,Lemon,Lemon,Local,25-02-2026,5000,5000,5000
Uttar Pradesh,Shamli,Khandhla APMC,Kinnow,Kinnow,Medium,25-02-2026,2400,2500,2450
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",French Beans(Frasbean),French Beans (Frasbean),FAQ,25-02-2026,2000,2500,2300
Kerala,Palakad,Pattambi APMC,Onion,Big,FAQ,25-02-2026,3500,4000,3800
Gujarat,Rajkot,Upleta APMC,Wheat,Local,Local,25-02-2026,2050,2165,2100
Kerala,Malappuram,Kottakkal APMC,Guava,Other,Local,25-02-2026,5000,5000,5000
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Methi(Leaves),Fenugreek-Organic,Local,25-02-2026,1200,1600,1400
Punjab,Pathankot,Pathankot APMC,Brinjal,Brinjal,Medium,25-02-2026,1700,1700,1700
Madhya Pradesh,Chhindwara,Amarwda APMC,Maize,Local,FAQ,25-02-2026,1500,1500,1500
Bihar,East Champaran/ Motihari,Chakia APMC,Potato,Jyoti,FAQ,25-02-2026,800,1000,900
West Bengal,Hooghly,Sheoraphuly APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,4400,4600,4500
West Bengal,Hooghly,Sheoraphuly APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,10000,11000,10500
Punjab,Mohali,Lalru APMC,Cucumbar(Kheera),Other,Local,25-02-2026,2000,2000,2000
Kerala,Ernakulam,Thuravoor VFPCK APMC,Banana,Poovan,Grade Range-1,25-02-2026,5200,5300,5254.05
West Bengal,Hooghly,Sheoraphuly APMC,Rice,Masuri,FAQ,25-02-2026,3250,3280,3260
Uttarakhand,Udhamsinghnagar,Sitarganj APMC,Cauliflower,Cauliflower,Local,25-02-2026,400,800,600
Gujarat,Junagarh,Bhesan APMC,Arhar(Tur/Red Gram)(Whole),Other,FAQ,25-02-2026,5000,7500,7000
Kerala,Ernakulam,Perumbavoor APMC,Indian Beans(Seam),Indian Beans (Seam),Medium,25-02-2026,5000,5600,5300
Punjab,Mohali,Lalru APMC,Spinach,Other,Local,25-02-2026,500,500,500
Punjab,Mohali,Lalru APMC,Tomato,Deshi,Local,25-02-2026,1000,1000,1000
Odisha,Sambalpur,Kuchinda APMC,Tomato,Deshi,Local,25-02-2026,1000,1000,1000
Gujarat,Amreli,Damnagar APMC,Tomato,Local,Local,25-02-2026,2500,2500,2500
Kerala,Ernakulam,Perumbavoor APMC,Bitter gourd,Bitter Gourd,Medium,25-02-2026,3500,4300,4000
Punjab,Mohali,Lalru APMC,Ginger(Green),Green Ginger,Local,25-02-2026,6000,6000,6000
Kerala,Ernakulam,Perumbavoor APMC,Cowpea(Veg),Cowpea (Veg),Large,25-02-2026,3000,3800,3400
Punjab,Mohali,Lalru APMC,Peas Wet,Other,Local,25-02-2026,1400,1400,1400
Punjab,Mohali,Lalru APMC,Brinjal,Other,Local,25-02-2026,700,700,700
Punjab,Mohali,Lalru APMC,Onion,Other,Local,25-02-2026,1500,1500,1500
Kerala,Ernakulam,Perumbavoor APMC,Elephant Yam(Suran)/Amorphophallus,Other,Medium,25-02-2026,3400,4000,3700
West Bengal,Medinipur(E),Kolaghat APMC,Marigold(loose),Marigold(Loose),FAQ,25-02-2026,2000,3000,2500
Kerala,Kozhikode(Calicut),Palayam APMC,Cabbage,Other,Local,25-02-2026,1000,1000,1000
Punjab,Ludhiana,Khanna APMC,Banana,Other,Grade A,25-02-2026,1800,1800,1800
Himachal Pradesh,Kangra,SMY Palampur,Pomegranate,Pomogranate,Medium,25-02-2026,15000,20000,17500
Kerala,Kozhikode(Calicut),Thiruvambady VFPCK APMC,Banana,Nendra Bale,Grade A,25-02-2026,2400,2800,2600
Himachal Pradesh,Chamba,PMY Chamba,Pea Pod/Pea Cod/हरी मटर,Other,Medium,25-02-2026,2500,3000,2750
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,Rice,Fine,FAQ,25-02-2026,4200,4400,4300
Kerala,Kozhikode(Calicut),Palayam APMC,Bottle gourd,Other,Local,25-02-2026,2000,2000,2000
Kerala,Ernakulam,Perumbavoor APMC,Banana,Poovan,Medium,25-02-2026,4000,4600,4300
Uttarakhand,Dehradoon,Vikasnagar APMC,Cucumbar(Kheera),Other,Medium,25-02-2026,1000,1500,1500
Uttarakhand,Dehradoon,Vikasnagar APMC,Raddish,Other,Medium,25-02-2026,700,1000,1000
Rajasthan,Nagaur,Nagaur APMC,Isabgul(Psyllium),Isabgul (Psyllium),Local,25-02-2026,11000,13400,12800
Himachal Pradesh,Kangra,SMY Palampur,Lemon,Other,FAQ,25-02-2026,11000,12000,11500
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Cabbage,Cabbage,FAQ,25-02-2026,570,610,590
Kerala,Kozhikode(Calicut),Mukkom APMC,Amaranthus,Amaranthus,FAQ,25-02-2026,3600,3800,3700
Uttarakhand,Dehradoon,Vikasnagar APMC,Cauliflower,Other,Medium,25-02-2026,1000,1500,1500
Kerala,Kozhikode(Calicut),Palayam APMC,Bhindi(Ladies Finger),Other,Local,25-02-2026,3000,3000,3000
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,Potato,Jyoti,FAQ,25-02-2026,850,950,900
Uttar Pradesh,Ghazipur,Jamanian APMC,Green Chilli,Green Chilly,Local,25-02-2026,1500,1600,1550
Punjab,Ludhiana,Khanna APMC,Cauliflower,Local,Grade A,25-02-2026,500,500,500
Kerala,Kozhikode(Calicut),Mukkom APMC,Coconut,Other,FAQ,25-02-2026,6800,7100,7000
Kerala,Kozhikode(Calicut),Mukkom APMC,Grapes,Other,Large,25-02-2026,8000,8500,8200
Himachal Pradesh,Kangra,SMY Palampur,Grapes,Other,Medium,25-02-2026,12000,16000,13500
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Bhindi(Ladies Finger),Bhindi,FAQ,25-02-2026,1200,1240,1220
West Bengal,Medinipur(E),Kolaghat APMC,Rose(Local),Rose (Local),FAQ,25-02-2026,28000,30000,29000
Kerala,Kozhikode(Calicut),Palayam APMC,Cluster beans,Other,Local,25-02-2026,2500,2500,2500
Punjab,Ludhiana,Khanna APMC,Apple,Apple,Grade A,25-02-2026,8000,8000,8000
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Garlic,Garlic,FAQ,25-02-2026,3800,3900,3850
Punjab,Ludhiana,Khanna APMC,Peas Wet,Peas Wet,Grade A,25-02-2026,1500,1500,1500
Kerala,Kozhikode(Calicut),Palayam APMC,Potato,Other,Local,25-02-2026,1900,1900,1900
Kerala,Kozhikode(Calicut),Mukkom APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,1800,2000,1900
Himachal Pradesh,Kangra,SMY Jaisinghpur,Potato,Potato,FAQ,25-02-2026,900,1000,950
Kerala,Kozhikode(Calicut),Palayam APMC,Drumstick,Other,Local,25-02-2026,11000,11000,11000
Himachal Pradesh,Kangra,SMY Palampur,Chikoos(Sapota),Sapota,Medium,25-02-2026,6000,7000,6500
Himachal Pradesh,Kangra,SMY Palampur,Potato,Potato,FAQ,25-02-2026,800,900,850
Punjab,Ludhiana,Khanna APMC,Green Chilli,Green Chilly,Grade A,25-02-2026,4000,4000,4000
Himachal Pradesh,Kangra,SMY Palampur,Capsicum,Capsicum,FAQ,25-02-2026,5500,6000,5800
Kerala,Kozhikode(Calicut),Mukkom APMC,Orange,Other,Large,25-02-2026,10000,11000,10500
Kerala,Kozhikode(Calicut),Mukkom APMC,Cabbage,Cabbage,FAQ,25-02-2026,2400,2600,2500
Punjab,Ludhiana,Khanna APMC,Pumpkin,Other,Grade A,25-02-2026,500,500,500
Uttar Pradesh,Bulandshahar,Anoop Shahar APMC,Field Pea,Field Pea,FAQ,25-02-2026,1200,1600,1400
West Bengal,Darjeeling,Siliguri APMC,Rice,Fine(Basmati),FAQ,25-02-2026,4700,4900,4800
Himachal Pradesh,Kangra,SMY Palampur,Ginger(Green),Green Ginger,FAQ,25-02-2026,8500,9000,8800
Uttar Pradesh,Bulandshahar,Anoop Shahar APMC,Potato,F.A.Q.,FAQ,25-02-2026,400,800,600
Himachal Pradesh,Kangra,SMY Palampur,Raddish,Raddish,FAQ,25-02-2026,1800,2000,1900
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi) APMC,Onion,Other,FAQ,25-02-2026,1600,1600,1600
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi) APMC,Green Chilli,Other,FAQ,25-02-2026,6500,6500,6500
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Tomato,Local,FAQ,25-02-2026,1200,1400,1300
